Month,AverageTemperature,Country
09,20.380570169626292,American Samoa
10,17.743976211024805,American Samoa
11,14.978009589041097,American Samoa
12,12.488278313359572,American Samoa
01,11.635348180539687,Andorra
02,12.577013608582863,Andorra
03,14.57424544136386,Andorra
04,16.969518652622337,Andorra
05,19.523826324124585,Andorra
06,21.22447707777459,Andorra
07,22.207359550068105,Andorra
08,22.016857218298238,Andorra
09,20.380570169626292,Andorra
10,17.743976211024805,Andorra
11,14.978009589041097,Andorra
12,12.488278313359572,Andorra
01,11.635348180539687,Angola
02,12.577013608582863,Angola
03,14.57424544136386,Angola
04,16.969518652622337,Angola
05,19.523826324124585,Angola
06,21.22447707777459,Angola
07,22.207359550068105,Angola
08,22.016857218298238,Angola
09,20.380570169626292,Angola
10,17.743976211024805,Angola
11,14.978009589041097,Angola
12,12.488278313359572,Angola
01,11.635348180539687,Anguilla
02,12.577013608582863,Anguilla
03,14.57424544136386,Anguilla
04,16.969518652622337,Anguilla
05,19.523826324124585,Anguilla
06,21.22447707777459,Anguilla
07,22.207359550068105,Anguilla
08,22.016857218298238,Anguilla
09,20.380570169626292,Anguilla
10,17.743976211024805,Anguilla
11,14.978009589041097,Anguilla
12,12.488278313359572,Anguilla
01,11.635348180539687,Antarctica
02,12.577013608582863,Antarctica
03,14.57424544136386,Antarctica
04,16.969518652622337,Antarctica
05,19.523826324124585,Antarctica
06,21.22447707777459,Antarctica
07,22.207359550068105,Antarctica
08,22.016857218298238,Antarctica
09,20.380570169626292,Antarctica
10,17.743976211024805,Antarctica
11,14.978009589041097,Antarctica
12,12.488278313359572,Antarctica
01,11.635348180539687,Antigua And Barbuda
02,12.577013608582863,Antigua And Barbuda
03,14.57424544136386,Antigua And Barbuda
04,16.969518652622337,Antigua And Barbuda
05,19.523826324124585,Antigua And Barbuda
06,21.22447707777459,Antigua And Barbuda
07,22.207359550068105,Antigua And Barbuda
08,22.016857218298238,Antigua And Barbuda
09,20.380570169626292,Antigua And Barbuda
10,17.743976211024805,Antigua And Barbuda
11,14.978009589041097,Antigua And Barbuda
12,12.488278313359572,Antigua And Barbuda
01,11.635348180539687,Argentina
02,12.577013608582863,Argentina
03,14.57424544136386,Argentina
04,16.969518652622337,Argentina
05,19.523826324124585,Argentina
06,21.22447707777459,Argentina
07,22.207359550068105,Argentina
08,22.016857218298238,Argentina
09,20.380570169626292,Argentina
10,17.743976211024805,Argentina
11,14.978009589041097,Argentina
12,12.488278313359572,Argentina
01,11.635348180539687,Armenia
02,12.577013608582863,Armenia
03,14.57424544136386,Armenia
04,16.969518652622337,Armenia
05,19.523826324124585,Armenia
06,21.22447707777459,Armenia
07,22.207359550068105,Armenia
08,22.016857218298238,Armenia
09,20.380570169626292,Armenia
10,17.743976211024805,Armenia
11,14.978009589041097,Armenia
12,12.488278313359572,Armenia
01,11.635348180539687,Aruba
02,12.577013608582863,Aruba
03,14.57424544136386,Aruba
04,16.969518652622337,Aruba
05,19.523826324124585,Aruba
06,21.22447707777459,Aruba
07,22.207359550068105,Aruba
08,22.016857218298238,Aruba
09,20.380570169626292,Aruba
10,17.743976211024805,Aruba
11,14.978009589041097,Aruba
12,12.488278313359572,Aruba
01,11.635348180539687,Asia
02,12.577013608582863,Asia
03,14.57424544136386,Asia
04,16.969518652622337,Asia
05,19.523826324124585,Asia
06,21.22447707777459,Asia
07,22.207359550068105,Asia
08,22.016857218298238,Asia
09,20.380570169626292,Asia
10,17.743976211024805,Asia
11,14.978009589041097,Asia
12,12.488278313359572,Asia
01,11.635348180539687,Australia
02,12.577013608582863,Australia
03,14.57424544136386,Australia
04,16.969518652622337,Australia
05,19.523826324124585,Australia
06,21.22447707777459,Australia
07,22.207359550068105,Australia
08,22.016857218298238,Australia
09,20.380570169626292,Australia
10,17.743976211024805,Australia
11,14.978009589041097,Australia
12,12.488278313359572,Australia
01,11.635348180539687,Austria
02,12.577013608582863,Austria
03,14.57424544136386,Austria
04,16.969518652622337,Austria
05,19.523826324124585,Austria
06,21.22447707777459,Austria
07,22.207359550068105,Austria
08,22.016857218298238,Austria
09,20.380570169626292,Austria
10,17.743976211024805,Austria
11,14.978009589041097,Austria
12,12.488278313359572,Austria
01,11.635348180539687,Azerbaijan
02,12.577013608582863,Azerbaijan
03,14.57424544136386,Azerbaijan
04,16.969518652622337,Azerbaijan
05,19.523826324124585,Azerbaijan
06,21.22447707777459,Azerbaijan
07,22.207359550068105,Azerbaijan
08,22.016857218298238,Azerbaijan
09,20.380570169626292,Azerbaijan
10,17.743976211024805,Azerbaijan
11,14.978009589041097,Azerbaijan
12,12.488278313359572,Azerbaijan
01,11.635348180539687,Bahamas
02,12.577013608582863,Bahamas
03,14.57424544136386,Bahamas
04,16.969518652622337,Bahamas
05,19.523826324124585,Bahamas
06,21.22447707777459,Bahamas
07,22.207359550068105,Bahamas
08,22.016857218298238,Bahamas
09,20.380570169626292,Bahamas
10,17.743976211024805,Bahamas
11,14.978009589041097,Bahamas
12,12.488278313359572,Bahamas
01,11.635348180539687,Bahrain
02,12.577013608582863,Bahrain
03,14.57424544136386,Bahrain
04,16.969518652622337,Bahrain
05,19.523826324124585,Bahrain
06,21.22447707777459,Bahrain
07,22.207359550068105,Bahrain
08,22.016857218298238,Bahrain
09,20.380570169626292,Bahrain
10,17.743976211024805,Bahrain
11,14.978009589041097,Bahrain
12,12.488278313359572,Bahrain
01,11.635348180539687,Baker Island
02,12.577013608582863,Baker Island
03,14.57424544136386,Baker Island
04,16.969518652622337,Baker Island
05,19.523826324124585,Baker Island
06,21.22447707777459,Baker Island
07,22.207359550068105,Baker Island
08,22.016857218298238,Baker Island
09,20.380570169626292,Baker Island
10,17.743976211024805,Baker Island
11,14.978009589041097,Baker Island
12,12.488278313359572,Baker Island
01,11.635348180539687,Bangladesh
02,12.577013608582863,Bangladesh
03,14.57424544136386,Bangladesh
04,16.969518652622337,Bangladesh
05,19.523826324124585,Bangladesh
06,21.22447707777459,Bangladesh
07,22.207359550068105,Bangladesh
08,22.016857218298238,Bangladesh
09,20.380570169626292,Bangladesh
10,17.743976211024805,Bangladesh
11,14.978009589041097,Bangladesh
12,12.488278313359572,Bangladesh
01,11.635348180539687,Barbados
02,12.577013608582863,Barbados
03,14.57424544136386,Barbados
04,16.969518652622337,Barbados
05,19.523826324124585,Barbados
06,21.22447707777459,Barbados
07,22.207359550068105,Barbados
08,22.016857218298238,Barbados
09,20.380570169626292,Barbados
10,17.743976211024805,Barbados
11,14.978009589041097,Barbados
12,12.488278313359572,Barbados
01,11.635348180539687,Belarus
02,12.577013608582863,Belarus
03,14.57424544136386,Belarus
04,16.969518652622337,Belarus
05,19.523826324124585,Belarus
06,21.22447707777459,Belarus
07,22.207359550068105,Belarus
08,22.016857218298238,Belarus
09,20.380570169626292,Belarus
10,17.743976211024805,Belarus
11,14.978009589041097,Belarus
12,12.488278313359572,Belarus
01,11.635348180539687,Belgium
02,12.577013608582863,Belgium
03,14.57424544136386,Belgium
04,16.969518652622337,Belgium
05,19.523826324124585,Belgium
06,21.22447707777459,Belgium
07,22.207359550068105,Belgium
08,22.016857218298238,Belgium
09,20.380570169626292,Belgium
10,17.743976211024805,Belgium
11,14.978009589041097,Belgium
12,12.488278313359572,Belgium
01,11.635348180539687,Belize
02,12.577013608582863,Belize
03,14.57424544136386,Belize
04,16.969518652622337,Belize
05,19.523826324124585,Belize
06,21.22447707777459,Belize
07,22.207359550068105,Belize
08,22.016857218298238,Belize
09,20.380570169626292,Belize
10,17.743976211024805,Belize
11,14.978009589041097,Belize
12,12.488278313359572,Belize
01,11.635348180539687,Benin
02,12.577013608582863,Benin
03,14.57424544136386,Benin
04,16.969518652622337,Benin
05,19.523826324124585,Benin
06,21.22447707777459,Benin
07,22.207359550068105,Benin
08,22.016857218298238,Benin
09,20.380570169626292,Benin
10,17.743976211024805,Benin
11,14.978009589041097,Benin
12,12.488278313359572,Benin
01,11.635348180539687,Bhutan
02,12.577013608582863,Bhutan
03,14.57424544136386,Bhutan
04,16.969518652622337,Bhutan
05,19.523826324124585,Bhutan
06,21.22447707777459,Bhutan
07,22.207359550068105,Bhutan
08,22.016857218298238,Bhutan
09,20.380570169626292,Bhutan
10,17.743976211024805,Bhutan
11,14.978009589041097,Bhutan
12,12.488278313359572,Bhutan
01,11.635348180539687,Bolivia
02,12.577013608582863,Bolivia
03,14.57424544136386,Bolivia
04,16.969518652622337,Bolivia
05,19.523826324124585,Bolivia
06,21.22447707777459,Bolivia
07,22.207359550068105,Bolivia
08,22.016857218298238,Bolivia
09,20.380570169626292,Bolivia
10,17.743976211024805,Bolivia
11,14.978009589041097,Bolivia
12,12.488278313359572,Bolivia
01,11.635348180539687,"Bonaire, Saint Eustatius And Saba"
02,12.577013608582863,"Bonaire, Saint Eustatius And Saba"
03,14.57424544136386,"Bonaire, Saint Eustatius And Saba"
04,16.969518652622337,"Bonaire, Saint Eustatius And Saba"
05,19.523826324124585,"Bonaire, Saint Eustatius And Saba"
06,21.22447707777459,"Bonaire, Saint Eustatius And Saba"
07,22.207359550068105,"Bonaire, Saint Eustatius And Saba"
08,22.016857218298238,"Bonaire, Saint Eustatius And Saba"
09,20.380570169626292,"Bonaire, Saint Eustatius And Saba"
10,17.743976211024805,"Bonaire, Saint Eustatius And Saba"
11,14.978009589041097,"Bonaire, Saint Eustatius And Saba"
12,12.488278313359572,"Bonaire, Saint Eustatius And Saba"
01,11.635348180539687,Bosnia And Herzegovina
02,12.577013608582863,Bosnia And Herzegovina
03,14.57424544136386,Bosnia And Herzegovina
04,16.969518652622337,Bosnia And Herzegovina
05,19.523826324124585,Bosnia And Herzegovina
06,21.22447707777459,Bosnia And Herzegovina
07,22.207359550068105,Bosnia And Herzegovina
08,22.016857218298238,Bosnia And Herzegovina
09,20.380570169626292,Bosnia And Herzegovina
10,17.743976211024805,Bosnia And Herzegovina
11,14.978009589041097,Bosnia And Herzegovina
12,12.488278313359572,Bosnia And Herzegovina
01,11.635348180539687,Botswana
02,12.577013608582863,Botswana
03,14.57424544136386,Botswana
04,16.969518652622337,Botswana
05,19.523826324124585,Botswana
06,21.22447707777459,Botswana
07,22.207359550068105,Botswana
08,22.016857218298238,Botswana
09,20.380570169626292,Botswana
10,17.743976211024805,Botswana
11,14.978009589041097,Botswana
12,12.488278313359572,Botswana
01,11.635348180539687,Brazil
02,12.577013608582863,Brazil
03,14.57424544136386,Brazil
04,16.969518652622337,Brazil
05,19.523826324124585,Brazil
06,21.22447707777459,Brazil
07,22.207359550068105,Brazil
08,22.016857218298238,Brazil
09,20.380570169626292,Brazil
10,17.743976211024805,Brazil
11,14.978009589041097,Brazil
12,12.488278313359572,Brazil
01,11.635348180539687,British Virgin Islands
02,12.577013608582863,British Virgin Islands
03,14.57424544136386,British Virgin Islands
04,16.969518652622337,British Virgin Islands
05,19.523826324124585,British Virgin Islands
06,21.22447707777459,British Virgin Islands
07,22.207359550068105,British Virgin Islands
08,22.016857218298238,British Virgin Islands
09,20.380570169626292,British Virgin Islands
10,17.743976211024805,British Virgin Islands
11,14.978009589041097,British Virgin Islands
12,12.488278313359572,British Virgin Islands
01,11.635348180539687,Bulgaria
02,12.577013608582863,Bulgaria
03,14.57424544136386,Bulgaria
04,16.969518652622337,Bulgaria
05,19.523826324124585,Bulgaria
06,21.22447707777459,Bulgaria
07,22.207359550068105,Bulgaria
08,22.016857218298238,Bulgaria
09,20.380570169626292,Bulgaria
10,17.743976211024805,Bulgaria
11,14.978009589041097,Bulgaria
12,12.488278313359572,Bulgaria
01,11.635348180539687,Burkina Faso
02,12.577013608582863,Burkina Faso
03,14.57424544136386,Burkina Faso
04,16.969518652622337,Burkina Faso
05,19.523826324124585,Burkina Faso
06,21.22447707777459,Burkina Faso
07,22.207359550068105,Burkina Faso
08,22.016857218298238,Burkina Faso
09,20.380570169626292,Burkina Faso
10,17.743976211024805,Burkina Faso
11,14.978009589041097,Burkina Faso
12,12.488278313359572,Burkina Faso
01,11.635348180539687,Burma
02,12.577013608582863,Burma
03,14.57424544136386,Burma
04,16.969518652622337,Burma
05,19.523826324124585,Burma
06,21.22447707777459,Burma
07,22.207359550068105,Burma
08,22.016857218298238,Burma
09,20.380570169626292,Burma
10,17.743976211024805,Burma
11,14.978009589041097,Burma
12,12.488278313359572,Burma
01,11.635348180539687,Burundi
02,12.577013608582863,Burundi
03,14.57424544136386,Burundi
04,16.969518652622337,Burundi
05,19.523826324124585,Burundi
06,21.22447707777459,Burundi
07,22.207359550068105,Burundi
08,22.016857218298238,Burundi
09,20.380570169626292,Burundi
10,17.743976211024805,Burundi
11,14.978009589041097,Burundi
12,12.488278313359572,Burundi
01,11.635348180539687,Côte D'Ivoire
02,12.577013608582863,Côte D'Ivoire
03,14.57424544136386,Côte D'Ivoire
04,16.969518652622337,Côte D'Ivoire
05,19.523826324124585,Côte D'Ivoire
06,21.22447707777459,Côte D'Ivoire
07,22.207359550068105,Côte D'Ivoire
08,22.016857218298238,Côte D'Ivoire
09,20.380570169626292,Côte D'Ivoire
10,17.743976211024805,Côte D'Ivoire
11,14.978009589041097,Côte D'Ivoire
12,12.488278313359572,Côte D'Ivoire
01,11.635348180539687,Cambodia
02,12.577013608582863,Cambodia
03,14.57424544136386,Cambodia
04,16.969518652622337,Cambodia
05,19.523826324124585,Cambodia
06,21.22447707777459,Cambodia
07,22.207359550068105,Cambodia
08,22.016857218298238,Cambodia
09,20.380570169626292,Cambodia
10,17.743976211024805,Cambodia
11,14.978009589041097,Cambodia
12,12.488278313359572,Cambodia
01,11.635348180539687,Cameroon
02,12.577013608582863,Cameroon
03,14.57424544136386,Cameroon
04,16.969518652622337,Cameroon
05,19.523826324124585,Cameroon
06,21.22447707777459,Cameroon
07,22.207359550068105,Cameroon
08,22.016857218298238,Cameroon
09,20.380570169626292,Cameroon
10,17.743976211024805,Cameroon
11,14.978009589041097,Cameroon
12,12.488278313359572,Cameroon
01,11.635348180539687,Canada
02,12.577013608582863,Canada
03,14.57424544136386,Canada
04,16.969518652622337,Canada
05,19.523826324124585,Canada
06,21.22447707777459,Canada
07,22.207359550068105,Canada
08,22.016857218298238,Canada
09,20.380570169626292,Canada
10,17.743976211024805,Canada
11,14.978009589041097,Canada
12,12.488278313359572,Canada
01,11.635348180539687,Cape Verde
02,12.577013608582863,Cape Verde
03,14.57424544136386,Cape Verde
04,16.969518652622337,Cape Verde
05,19.523826324124585,Cape Verde
06,21.22447707777459,Cape Verde
07,22.207359550068105,Cape Verde
08,22.016857218298238,Cape Verde
09,20.380570169626292,Cape Verde
10,17.743976211024805,Cape Verde
11,14.978009589041097,Cape Verde
12,12.488278313359572,Cape Verde
01,11.635348180539687,Cayman Islands
02,12.577013608582863,Cayman Islands
03,14.57424544136386,Cayman Islands
04,16.969518652622337,Cayman Islands
05,19.523826324124585,Cayman Islands
06,21.22447707777459,Cayman Islands
07,22.207359550068105,Cayman Islands
08,22.016857218298238,Cayman Islands
09,20.380570169626292,Cayman Islands
10,17.743976211024805,Cayman Islands
11,14.978009589041097,Cayman Islands
12,12.488278313359572,Cayman Islands
01,11.635348180539687,Central African Republic
02,12.577013608582863,Central African Republic
03,14.57424544136386,Central African Republic
04,16.969518652622337,Central African Republic
05,19.523826324124585,Central African Republic
06,21.22447707777459,Central African Republic
07,22.207359550068105,Central African Republic
08,22.016857218298238,Central African Republic
09,20.380570169626292,Central African Republic
10,17.743976211024805,Central African Republic
11,14.978009589041097,Central African Republic
12,12.488278313359572,Central African Republic
01,11.635348180539687,Chad
02,12.577013608582863,Chad
03,14.57424544136386,Chad
04,16.969518652622337,Chad
05,19.523826324124585,Chad
06,21.22447707777459,Chad
07,22.207359550068105,Chad
08,22.016857218298238,Chad
09,20.380570169626292,Chad
10,17.743976211024805,Chad
11,14.978009589041097,Chad
12,12.488278313359572,Chad
01,11.635348180539687,Chile
02,12.577013608582863,Chile
03,14.57424544136386,Chile
04,16.969518652622337,Chile
05,19.523826324124585,Chile
06,21.22447707777459,Chile
07,22.207359550068105,Chile
08,22.016857218298238,Chile
09,20.380570169626292,Chile
10,17.743976211024805,Chile
11,14.978009589041097,Chile
12,12.488278313359572,Chile
01,11.635348180539687,China
02,12.577013608582863,China
03,14.57424544136386,China
04,16.969518652622337,China
05,19.523826324124585,China
06,21.22447707777459,China
07,22.207359550068105,China
08,22.016857218298238,China
09,20.380570169626292,China
10,17.743976211024805,China
11,14.978009589041097,China
12,12.488278313359572,China
01,11.635348180539687,Christmas Island
02,12.577013608582863,Christmas Island
03,14.57424544136386,Christmas Island
04,16.969518652622337,Christmas Island
05,19.523826324124585,Christmas Island
06,21.22447707777459,Christmas Island
07,22.207359550068105,Christmas Island
08,22.016857218298238,Christmas Island
09,20.380570169626292,Christmas Island
10,17.743976211024805,Christmas Island
11,14.978009589041097,Christmas Island
12,12.488278313359572,Christmas Island
01,11.635348180539687,Colombia
02,12.577013608582863,Colombia
03,14.57424544136386,Colombia
04,16.969518652622337,Colombia
05,19.523826324124585,Colombia
06,21.22447707777459,Colombia
07,22.207359550068105,Colombia
08,22.016857218298238,Colombia
09,20.380570169626292,Colombia
10,17.743976211024805,Colombia
11,14.978009589041097,Colombia
12,12.488278313359572,Colombia
01,11.635348180539687,Comoros
02,12.577013608582863,Comoros
03,14.57424544136386,Comoros
04,16.969518652622337,Comoros
05,19.523826324124585,Comoros
06,21.22447707777459,Comoros
07,22.207359550068105,Comoros
08,22.016857218298238,Comoros
09,20.380570169626292,Comoros
10,17.743976211024805,Comoros
11,14.978009589041097,Comoros
12,12.488278313359572,Comoros
01,11.635348180539687,Congo (Democratic Republic Of The)
02,12.577013608582863,Congo (Democratic Republic Of The)
03,14.57424544136386,Congo (Democratic Republic Of The)
04,16.969518652622337,Congo (Democratic Republic Of The)
05,19.523826324124585,Congo (Democratic Republic Of The)
06,21.22447707777459,Congo (Democratic Republic Of The)
07,22.207359550068105,Congo (Democratic Republic Of The)
08,22.016857218298238,Congo (Democratic Republic Of The)
09,20.380570169626292,Congo (Democratic Republic Of The)
10,17.743976211024805,Congo (Democratic Republic Of The)
11,14.978009589041097,Congo (Democratic Republic Of The)
12,12.488278313359572,Congo (Democratic Republic Of The)
01,11.635348180539687,Congo
02,12.577013608582863,Congo
03,14.57424544136386,Congo
04,16.969518652622337,Congo
05,19.523826324124585,Congo
06,21.22447707777459,Congo
07,22.207359550068105,Congo
08,22.016857218298238,Congo
09,20.380570169626292,Congo
10,17.743976211024805,Congo
11,14.978009589041097,Congo
12,12.488278313359572,Congo
01,11.635348180539687,Costa Rica
02,12.577013608582863,Costa Rica
03,14.57424544136386,Costa Rica
04,16.969518652622337,Costa Rica
05,19.523826324124585,Costa Rica
06,21.22447707777459,Costa Rica
07,22.207359550068105,Costa Rica
08,22.016857218298238,Costa Rica
09,20.380570169626292,Costa Rica
10,17.743976211024805,Costa Rica
11,14.978009589041097,Costa Rica
12,12.488278313359572,Costa Rica
01,11.635348180539687,Croatia
02,12.577013608582863,Croatia
03,14.57424544136386,Croatia
04,16.969518652622337,Croatia
05,19.523826324124585,Croatia
06,21.22447707777459,Croatia
07,22.207359550068105,Croatia
08,22.016857218298238,Croatia
09,20.380570169626292,Croatia
10,17.743976211024805,Croatia
11,14.978009589041097,Croatia
12,12.488278313359572,Croatia
01,11.635348180539687,Cuba
02,12.577013608582863,Cuba
03,14.57424544136386,Cuba
04,16.969518652622337,Cuba
05,19.523826324124585,Cuba
06,21.22447707777459,Cuba
07,22.207359550068105,Cuba
08,22.016857218298238,Cuba
09,20.380570169626292,Cuba
10,17.743976211024805,Cuba
11,14.978009589041097,Cuba
12,12.488278313359572,Cuba
01,11.635348180539687,Curaçao
02,12.577013608582863,Curaçao
03,14.57424544136386,Curaçao
04,16.969518652622337,Curaçao
05,19.523826324124585,Curaçao
06,21.22447707777459,Curaçao
07,22.207359550068105,Curaçao
08,22.016857218298238,Curaçao
09,20.380570169626292,Curaçao
10,17.743976211024805,Curaçao
11,14.978009589041097,Curaçao
12,12.488278313359572,Curaçao
01,11.635348180539687,Cyprus
02,12.577013608582863,Cyprus
03,14.57424544136386,Cyprus
04,16.969518652622337,Cyprus
05,19.523826324124585,Cyprus
06,21.22447707777459,Cyprus
07,22.207359550068105,Cyprus
08,22.016857218298238,Cyprus
09,20.380570169626292,Cyprus
10,17.743976211024805,Cyprus
11,14.978009589041097,Cyprus
12,12.488278313359572,Cyprus
01,11.635348180539687,Czech Republic
02,12.577013608582863,Czech Republic
03,14.57424544136386,Czech Republic
04,16.969518652622337,Czech Republic
05,19.523826324124585,Czech Republic
06,21.22447707777459,Czech Republic
07,22.207359550068105,Czech Republic
08,22.016857218298238,Czech Republic
09,20.380570169626292,Czech Republic
10,17.743976211024805,Czech Republic
11,14.978009589041097,Czech Republic
12,12.488278313359572,Czech Republic
01,11.635348180539687,Denmark (Europe)
02,12.577013608582863,Denmark (Europe)
03,14.57424544136386,Denmark (Europe)
04,16.969518652622337,Denmark (Europe)
05,19.523826324124585,Denmark (Europe)
06,21.22447707777459,Denmark (Europe)
07,22.207359550068105,Denmark (Europe)
08,22.016857218298238,Denmark (Europe)
09,20.380570169626292,Denmark (Europe)
10,17.743976211024805,Denmark (Europe)
11,14.978009589041097,Denmark (Europe)
12,12.488278313359572,Denmark (Europe)
01,11.635348180539687,Denmark
02,12.577013608582863,Denmark
03,14.57424544136386,Denmark
04,16.969518652622337,Denmark
05,19.523826324124585,Denmark
06,21.22447707777459,Denmark
07,22.207359550068105,Denmark
08,22.016857218298238,Denmark
09,20.380570169626292,Denmark
10,17.743976211024805,Denmark
11,14.978009589041097,Denmark
12,12.488278313359572,Denmark
01,11.635348180539687,Djibouti
02,12.577013608582863,Djibouti
03,14.57424544136386,Djibouti
04,16.969518652622337,Djibouti
05,19.523826324124585,Djibouti
06,21.22447707777459,Djibouti
07,22.207359550068105,Djibouti
08,22.016857218298238,Djibouti
09,20.380570169626292,Djibouti
10,17.743976211024805,Djibouti
11,14.978009589041097,Djibouti
12,12.488278313359572,Djibouti
01,11.635348180539687,Dominica
02,12.577013608582863,Dominica
03,14.57424544136386,Dominica
04,16.969518652622337,Dominica
05,19.523826324124585,Dominica
06,21.22447707777459,Dominica
07,22.207359550068105,Dominica
08,22.016857218298238,Dominica
09,20.380570169626292,Dominica
10,17.743976211024805,Dominica
11,14.978009589041097,Dominica
12,12.488278313359572,Dominica
01,11.635348180539687,Dominican Republic
02,12.577013608582863,Dominican Republic
03,14.57424544136386,Dominican Republic
04,16.969518652622337,Dominican Republic
05,19.523826324124585,Dominican Republic
06,21.22447707777459,Dominican Republic
07,22.207359550068105,Dominican Republic
08,22.016857218298238,Dominican Republic
09,20.380570169626292,Dominican Republic
10,17.743976211024805,Dominican Republic
11,14.978009589041097,Dominican Republic
12,12.488278313359572,Dominican Republic
01,11.635348180539687,Ecuador
02,12.577013608582863,Ecuador
03,14.57424544136386,Ecuador
04,16.969518652622337,Ecuador
05,19.523826324124585,Ecuador
06,21.22447707777459,Ecuador
07,22.207359550068105,Ecuador
08,22.016857218298238,Ecuador
09,20.380570169626292,Ecuador
10,17.743976211024805,Ecuador
11,14.978009589041097,Ecuador
12,12.488278313359572,Ecuador
01,11.635348180539687,Egypt
02,12.577013608582863,Egypt
03,14.57424544136386,Egypt
04,16.969518652622337,Egypt
05,19.523826324124585,Egypt
06,21.22447707777459,Egypt
07,22.207359550068105,Egypt
08,22.016857218298238,Egypt
09,20.380570169626292,Egypt
10,17.743976211024805,Egypt
11,14.978009589041097,Egypt
12,12.488278313359572,Egypt
01,11.635348180539687,El Salvador
02,12.577013608582863,El Salvador
03,14.57424544136386,El Salvador
04,16.969518652622337,El Salvador
05,19.523826324124585,El Salvador
06,21.22447707777459,El Salvador
07,22.207359550068105,El Salvador
08,22.016857218298238,El Salvador
09,20.380570169626292,El Salvador
10,17.743976211024805,El Salvador
11,14.978009589041097,El Salvador
12,12.488278313359572,El Salvador
01,11.635348180539687,Equatorial Guinea
02,12.577013608582863,Equatorial Guinea
03,14.57424544136386,Equatorial Guinea
04,16.969518652622337,Equatorial Guinea
05,19.523826324124585,Equatorial Guinea
06,21.22447707777459,Equatorial Guinea
07,22.207359550068105,Equatorial Guinea
08,22.016857218298238,Equatorial Guinea
09,20.380570169626292,Equatorial Guinea
10,17.743976211024805,Equatorial Guinea
11,14.978009589041097,Equatorial Guinea
12,12.488278313359572,Equatorial Guinea
01,11.635348180539687,Eritrea
02,12.577013608582863,Eritrea
03,14.57424544136386,Eritrea
04,16.969518652622337,Eritrea
05,19.523826324124585,Eritrea
06,21.22447707777459,Eritrea
07,22.207359550068105,Eritrea
08,22.016857218298238,Eritrea
09,20.380570169626292,Eritrea
10,17.743976211024805,Eritrea
11,14.978009589041097,Eritrea
12,12.488278313359572,Eritrea
01,11.635348180539687,Estonia
02,12.577013608582863,Estonia
03,14.57424544136386,Estonia
04,16.969518652622337,Estonia
05,19.523826324124585,Estonia
06,21.22447707777459,Estonia
07,22.207359550068105,Estonia
08,22.016857218298238,Estonia
09,20.380570169626292,Estonia
10,17.743976211024805,Estonia
11,14.978009589041097,Estonia
12,12.488278313359572,Estonia
01,11.635348180539687,Ethiopia
02,12.577013608582863,Ethiopia
03,14.57424544136386,Ethiopia
04,16.969518652622337,Ethiopia
05,19.523826324124585,Ethiopia
06,21.22447707777459,Ethiopia
07,22.207359550068105,Ethiopia
08,22.016857218298238,Ethiopia
09,20.380570169626292,Ethiopia
10,17.743976211024805,Ethiopia
11,14.978009589041097,Ethiopia
12,12.488278313359572,Ethiopia
01,11.635348180539687,Europe
02,12.577013608582863,Europe
03,14.57424544136386,Europe
04,16.969518652622337,Europe
05,19.523826324124585,Europe
06,21.22447707777459,Europe
07,22.207359550068105,Europe
08,22.016857218298238,Europe
